Genero,Casado,Graduado,Gastoscore,Experiencia_laboral,Profesion_Artista,Profesion_Construccion,Profesion_Ejecutivo,Profesion_Funcionario,Profesion_Ingeniero,Profesion_Medico,Profesion_Negocios/empresa,Profesion_Otros,Profesion_Servicios,Generacion,Provincia_Este,Provincia_Norte,Provincia_Oeste,Provincia_Sur,Edad,Family_Size,Ingresos_anuales_brutos,Dias_cliente,per_capita_income,client_longevity,socioeconomic_index,marital_education_interaction,Cluster
0,1,0,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,52,2,44669,456,22334.5,8.60377358490566,0.0,0.0,2
0,1,0,0,2,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,67,4,60374,61,15093.5,0.8970588235294118,0.5,0.0,2
0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1,36,2,24281,320,12140.5,8.64864864864865,0.5,0.0,1
0,1,0,1,1,0,0,1,0,0,0,0,0,0,2.0,0,0,0,1,34,2,23027,488,11513.5,13.942857142857143,1.5,0.0,4
1,1,0,1,1,0,0,0,0,0,0,0,1,0,2.0,1,0,0,0,34,1,31749,251,31749.0,7.171428571428572,0.5,0.0,1
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,52,3,122810,576,40936.666666666664,10.867924528301886,0.5,1.0,2
1,1,1,2,2,0,0,0,0,0,0,0,0,1,,1,0,0,0,95,2,76517,233,38258.5,2.4270833333333335,1.5,1.0,3
0,1,1,1,1,0,0,0,0,0,0,0,1,0,2.0,0,0,1,0,34,2,30366,422,15183.0,12.057142857142857,0.5,1.0,4
0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,33,5,27706,512,5541.2,15.058823529411764,1.0,0.0,4
1,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0,0,1,0,0,35,3,31551,382,10517.0,10.61111111111111,1.0,0.0,4
1,0,0,0,1,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,39,4,28830,373,7207.5,9.325,0.0,0.0,4
1,1,0,1,2,0,0,0,0,1,0,0,0,0,0.0,0,0,0,1,58,4,33034,464,8258.5,7.864406779661017,1.0,0.0,2
0,1,1,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,45,2,22603,225,11301.5,4.891304347826087,1.0,1.0,3
1,1,0,2,1,0,0,0,0,1,0,0,0,0,2.0,0,0,1,0,41,2,96857,429,48428.5,10.214285714285714,1.5,0.0,3
1,0,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,56,1,82729,235,82729.0,4.12280701754386,0.0,0.0,0
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,51,4,77882,185,19470.5,3.5576923076923075,0.5,1.0,2
0,1,0,2,2,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,72,2,96387,410,48193.5,5.616438356164384,2.0,0.0,3
0,0,1,0,2,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1,42,1,126615,138,126615.0,3.2093023255813953,0.5,0.0,0
1,0,1,2,2,0,0,1,0,0,0,0,0,0,2.0,0,0,1,0,42,1,118383,444,118383.0,10.325581395348838,2.0,,3
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,1,23,5,22771,429,4554.2,17.875,0.5,0.0,4
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,0,0,23,5,16918,594,3383.6,24.75,0.5,0.0,4
1,1,1,2,2,0,0,0,0,0,0,0,0,1,,0,0,0,1,83,2,55817,302,27908.5,3.5952380952380953,1.5,1.0,3
1,1,0,1,2,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,54,4,78303,67,19575.75,1.2181818181818183,1.0,0.0,2
0,1,0,2,2,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,75,2,92295,169,46147.5,2.223684210526316,2.0,0.0,3
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,1,24,5,20654,148,4130.8,5.92,1.0,0.0,1
1,0,1,0,1,0,0,0,1,0,0,0,0,0,2.0,1,0,0,0,39,1,28694,348,28694.0,8.7,0.5,0.0,1
0,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,39,4,27722,255,6930.5,6.375,0.5,1.0,1
0,1,1,1,2,1,0,0,0,0,0,0,0,0,,1,0,0,0,79,2,37928,302,18964.0,3.775,0.5,1.0,2
0,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,75,1,65285,384,65285.0,5.052631578947368,0.0,1.0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,30,3,27577,117,9192.333333333334,3.774193548387097,1.0,0.0,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,0,0,1,0,36,1,27435,238,27435.0,6.4324324324324325,0.0,0.0,1
1,1,1,2,2,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,76,2,111191,48,55595.5,0.6233766233766234,1.0,1.0,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,1,24,5,17854,395,3570.8,15.8,0.5,0.0,4
0,1,0,0,2,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,61,1,27311,323,27311.0,5.209677419354839,1.0,0.0,2
0,1,0,0,2,0,0,0,0,0,0,0,1,0,0.0,1,0,0,0,52,2,72737,435,36368.5,8.20754716981132,0.0,0.0,2
0,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,58,1,35941,333,35941.0,5.6440677966101696,0.0,1.0,2
0,1,0,1,2,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,69,2,56118,404,28059.0,5.771428571428571,1.0,,2
1,1,0,0,1,0,0,0,0,0,0,0,0,1,2.0,0,0,1,0,35,1,20648,97,20648.0,2.6944444444444446,0.5,0.0,1
1,1,1,2,2,0,0,0,0,0,0,0,1,0,0.0,1,0,0,0,45,1,69931,161,69931.0,3.5,1.0,1.0,3
0,1,1,0,2,0,0,0,0,0,0,0,1,0,2.0,0,0,1,0,42,2,52880,519,26440.0,12.069767441860465,0.0,1.0,4
1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,28,3,18859,140,6286.333333333333,4.827586206896552,1.0,0.0,1
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,63,2,74903,247,37451.5,3.859375,0.5,1.0,2
0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0,41,1,74522,396,74522.0,9.428571428571429,1.0,0.0,0
1,1,1,0,1,0,0,0,0,0,0,0,1,0,2.0,1,0,0,0,36,5,21267,192,4253.4,5.1891891891891895,0.0,1.0,1
1,0,1,1,2,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,63,4,107558,241,26889.5,3.765625,1.0,,2
1,1,1,1,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,53,4,126324,398,31581.0,7.37037037037037,0.5,1.0,2
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,0,0,24,6,15738,274,2623.0,10.96,0.5,0.0,4
0,1,0,2,2,0,0,1,0,0,0,0,0,0,0.0,0,0,0,1,75,2,41520,351,20760.0,4.618421052631579,2.0,0.0,3
0,0,1,0,1,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,39,1,24549,41,24549.0,1.025,0.0,0.0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1,30,4,31792,400,7948.0,12.903225806451612,0.5,0.0,4
0,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,57,4,31843,132,7960.75,2.2758620689655173,0.0,1.0,2
0,1,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,51,1,97858,77,97858.0,1.4807692307692308,0.0,0.0,0
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,44,4,104583,472,26145.75,10.488888888888889,0.0,0.0,2
0,1,1,1,2,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,51,4,127831,287,31957.75,5.519230769230769,0.5,1.0,2
1,1,1,0,2,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,68,1,72163,209,72163.0,3.028985507246377,0.0,1.0,0
0,1,0,0,2,0,0,0,0,0,0,0,0,1,,0,1,0,0,91,1,33200,276,33200.0,3.0,0.5,0.0,2
1,1,1,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,47,1,76728,44,76728.0,0.9166666666666666,0.0,1.0,0
0,1,1,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,51,1,126620,314,126620.0,6.038461538461538,0.0,1.0,0
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,46,1,103971,364,103971.0,7.74468085106383,0.0,0.0,0
1,0,1,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,34,4,30943,105,7735.75,3.0,0.5,0.0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1,21,6,18605,93,3100.8333333333335,4.2272727272727275,0.0,0.0,1
0,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,0,0,1,0,40,2,120063,127,60031.5,3.097560975609756,0.5,1.0,0
0,1,1,2,2,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,47,2,92837,399,46418.5,8.3125,1.5,1.0,3
0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1,35,4,25216,398,6304.0,11.055555555555555,1.0,0.0,4
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,44,2,112619,448,56309.5,9.955555555555556,0.0,0.0,0
1,1,1,2,2,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0,53,2,66799,86,33399.5,1.5925925925925926,1.5,1.0,3
0,1,0,2,2,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,47,4,124965,210,31241.25,4.375,2.0,0.0,3
0,0,1,0,2,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,42,1,101821,265,101821.0,6.162790697674419,1.0,0.0,0
0,1,0,0,2,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0,75,3,31126,226,10375.333333333334,2.973684210526316,0.5,0.0,2
1,0,1,0,2,0,0,0,0,0,0,1,0,0,2.0,0,0,0,1,42,4,101840,469,25460.0,10.906976744186046,1.0,0.0,4
0,1,1,0,1,1,0,0,0,0,0,0,0,0,2.0,0,0,1,0,39,3,25123,396,8374.333333333334,9.9,0.0,1.0,4
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,57,1,103072,510,103072.0,8.793103448275861,0.0,0.0,0
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,66,2,23540,220,11770.0,3.283582089552239,0.5,1.0,2
1,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,29,5,23518,540,4703.6,18.0,0.5,0.0,4
1,0,1,0,0,1,0,0,0,0,0,0,0,0,2.0,0,0,1,0,31,4,31603,547,7900.75,17.09375,0.0,0.0,4
0,1,0,0,2,0,0,0,0,0,0,0,0,1,,0,0,1,0,83,1,25448,293,25448.0,3.488095238095238,0.5,0.0,2
1,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,1,0,28,2,26576,582,13288.0,20.06896551724138,0.0,0.0,4
0,1,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,40,3,30372,289,10124.0,7.048780487804878,1.0,0.0,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,39,2,30301,503,15150.5,12.575,0.5,1.0,4
0,1,1,0,2,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,62,1,51881,519,51881.0,8.238095238095237,1.0,1.0,2
0,1,1,1,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,45,2,114484,338,57242.0,7.3478260869565215,0.5,1.0,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.0,0,0,1,0,41,1,27965,279,27965.0,6.642857142857143,1.0,0.0,1
1,0,1,0,1,0,0,0,1,0,0,0,0,0,2.0,0,1,0,0,40,2,124530,250,62265.0,6.097560975609756,0.5,0.0,0
1,0,1,0,1,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,34,2,27320,540,13660.0,15.428571428571429,0.0,0.0,4
0,1,0,0,2,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,75,2,48087,369,24043.5,4.855263157894737,0.5,0.0,2
0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1,33,4,25897,68,6474.25,2.0,0.5,0.0,1
0,1,0,1,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,68,2,66961,381,33480.5,5.521739130434782,0.5,0.0,2
1,0,1,0,2,0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,43,1,63922,339,63922.0,7.704545454545454,0.0,0.0,0
0,1,1,0,2,0,0,0,0,0,0,0,0,1,,0,0,1,0,81,2,67552,324,33776.0,3.951219512195122,0.5,1.0,2
1,1,0,2,2,0,0,0,0,0,0,0,0,1,,0,0,0,1,79,7,125033,286,17861.85714285714,3.575,1.5,0.0,3
0,0,1,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,34,3,28988,348,9662.666666666666,9.942857142857143,0.5,0.0,4
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,72,4,105301,272,26325.25,3.7260273972602738,0.5,1.0,2
0,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,75,1,40758,319,40758.0,4.197368421052632,0.0,1.0,2
0,1,0,1,2,0,0,0,0,0,0,0,1,0,2.0,0,1,0,0,43,4,107828,578,26957.0,13.136363636363637,0.5,0.0,4
1,1,1,0,2,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,57,2,118524,347,59262.0,5.982758620689655,0.0,1.0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0,1,0,0,31,4,20219,119,5054.75,3.71875,0.5,0.0,1
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,47,2,80557,319,40278.5,6.645833333333333,0.5,1.0,2
0,1,1,2,2,1,0,0,0,0,0,0,0,0,,0,0,0,1,85,2,87136,251,43568.0,2.9186046511627906,1.0,1.0,3
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,46,1,39270,521,39270.0,11.085106382978724,0.0,0.0,2
1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0,0,1,0,0,33,4,20283,356,5070.75,10.470588235294118,0.0,0.0,4
0,0,1,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,34,4,21799,581,5449.75,16.6,0.5,0.0,4
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1,0,0,23,4,19264,474,4816.0,19.75,1.0,0.0,4
1,0,1,0,2,0,0,0,0,0,0,0,0,1,,0,0,0,1,94,3,32422,64,10807.333333333334,0.6736842105263158,0.5,0.0,2
0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,29,2,18226,294,9113.0,9.8,0.0,0.0,1
1,0,1,0,1,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,39,1,22253,412,22253.0,10.3,0.0,0.0,4
1,1,1,2,2,1,0,0,0,0,0,0,0,0,,0,0,1,0,84,2,46714,395,23357.0,4.647058823529412,1.0,1.0,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.0,0,0,0,1,41,1,113693,227,113693.0,5.404761904761905,0.0,0.0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,36,4,21717,152,5429.25,4.108108108108108,1.0,0.0,1
0,1,0,1,2,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,57,4,123851,495,30962.75,8.53448275862069,1.5,0.0,3
1,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,44,1,90803,507,90803.0,11.266666666666667,0.0,1.0,0
1,0,1,0,1,1,0,0,0,0,0,0,0,0,2.0,0,1,0,0,41,2,42918,428,21459.0,10.19047619047619,0.0,0.0,4
0,0,0,0,2,0,0,0,0,0,0,0,0,1,,0,0,0,1,87,1,46005,521,46005.0,5.920454545454546,0.5,0.0,0
0,0,1,0,2,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0,52,3,108686,270,36228.666666666664,5.09433962264151,0.5,0.0,2
1,1,0,1,2,0,0,0,0,0,0,0,1,0,,0,0,1,0,86,2,22669,313,11334.5,3.5977011494252875,0.5,0.0,2
0,1,1,2,2,0,0,1,0,0,0,0,0,0,0.0,0,0,0,1,55,4,116362,260,29090.5,4.642857142857143,2.0,1.0,3
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,51,2,65166,272,32583.0,5.230769230769231,0.5,1.0,2
0,1,1,0,2,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,52,1,39722,342,39722.0,6.452830188679245,0.0,1.0,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,41,2,110710,508,55355.0,12.095238095238095,0.0,0.0,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0,0,0,1,0,39,2,28131,245,14065.5,6.125,0.0,0.0,1
0,1,0,1,2,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,56,3,120402,268,40134.0,4.701754385964913,1.5,0.0,3
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,56,1,76594,180,76594.0,3.1578947368421053,0.0,0.0,0
1,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,50,3,109666,416,36555.333333333336,8.156862745098039,0.0,1.0,2
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1,0,0,0,24,1,17004,376,17004.0,15.04,1.0,0.0,4
1,1,1,2,2,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,78,2,127154,438,63577.0,5.544303797468355,1.5,1.0,3
0,1,0,0,2,0,0,0,0,0,0,0,0,1,,0,0,0,1,88,1,25262,107,25262.0,1.202247191011236,0.5,0.0,2
0,1,0,0,2,0,0,0,0,0,0,0,0,1,,0,0,0,1,85,1,68374,295,68374.0,3.4302325581395348,0.5,0.0,0
0,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,66,3,102063,356,34021.0,5.313432835820896,0.0,1.0,2
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,58,3,50542,227,16847.333333333332,3.847457627118644,0.5,1.0,2
1,1,1,0,2,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,47,1,110926,334,110926.0,6.958333333333333,1.0,1.0,0
1,1,0,0,2,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,54,2,76280,169,38140.0,3.0727272727272728,0.5,0.0,2
0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,33,3,19584,583,6528.0,17.147058823529413,0.5,0.0,4
0,1,0,1,2,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,46,2,87657,535,43828.5,11.382978723404255,1.5,0.0,3
1,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,68,4,64247,443,16061.75,6.420289855072464,0.0,1.0,2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,1,21,4,22373,314,5593.25,14.272727272727273,0.5,0.0,4
0,0,0,2,0,0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,24,1,14955,433,14955.0,17.32,1.5,,4
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,53,2,36107,311,18053.5,5.7592592592592595,0.5,1.0,2
0,1,1,0,2,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,73,1,113352,359,113352.0,4.851351351351352,0.5,1.0,0
0,1,0,2,0,0,0,1,0,0,0,0,0,0,2.0,0,0,1,0,28,3,22593,368,7531.0,12.689655172413794,2.0,0.0,4
0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1,29,5,28614,198,5722.8,6.6,0.5,0.0,1
0,1,1,2,2,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,46,4,84585,309,21146.25,6.574468085106383,2.0,1.0,3
0,1,1,1,2,0,0,0,1,0,0,0,0,0,0.0,0,0,1,0,57,4,47920,143,11980.0,2.4655172413793105,1.0,1.0,2
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,0,0,20,4,16884,216,4221.0,10.285714285714286,0.5,0.0,1
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,64,2,48078,498,24039.0,7.661538461538462,0.5,1.0,2
0,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,0,0,0,1,41,4,41869,588,10467.25,14.0,1.0,1.0,4
0,1,1,2,2,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,77,2,79612,67,39806.0,0.8589743589743589,1.5,1.0,3
0,1,0,2,2,0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,43,5,119148,264,23829.6,6.0,2.0,0.0,3
0,1,0,2,0,0,0,1,0,0,0,0,0,0,1.0,0,1,0,0,21,3,13610,111,4536.666666666667,5.045454545454546,2.0,0.0,1
1,1,0,1,2,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,51,1,96921,471,96921.0,9.057692307692308,1.0,0.0,0
0,1,1,2,2,0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,75,2,108563,377,54281.5,4.9605263157894735,1.5,1.0,3
0,1,0,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,45,2,129591,280,64795.5,6.086956521739131,0.5,0.0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,28,1,29914,177,29914.0,6.103448275862069,0.5,0.0,1
0,1,0,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,55,5,102913,228,20582.6,4.071428571428571,0.5,0.0,2
1,1,0,1,1,1,0,0,0,0,0,0,0,0,2.0,0,0,1,0,33,2,28995,215,14497.5,6.323529411764706,0.5,0.0,1
0,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,65,1,71443,595,71443.0,9.015151515151516,0.0,1.0,0
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,57,4,122896,142,30724.0,2.4482758620689653,0.5,1.0,2
0,1,1,0,2,0,0,0,0,0,0,0,0,1,,0,0,0,1,98,1,32117,40,32117.0,0.40404040404040403,0.5,1.0,2
0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,34,7,31347,358,4478.142857142857,10.228571428571428,1.0,0.0,4
0,1,1,0,2,0,0,0,0,0,0,0,0,1,,0,1,0,0,88,1,24815,38,24815.0,0.42696629213483145,0.5,1.0,2
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,56,4,57196,183,14299.0,3.210526315789474,0.5,1.0,2
1,1,1,1,2,1,0,0,0,0,0,0,0,0,2.0,0,0,1,0,43,4,71870,241,17967.5,5.4772727272727275,0.5,1.0,2
0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,32,4,28813,181,7203.25,5.484848484848484,1.0,0.0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,0,0,25,5,19842,470,3968.4,18.076923076923077,0.5,0.0,4
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,58,5,30840,452,6168.0,7.661016949152542,0.5,1.0,2
0,1,1,2,1,0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,36,9,27722,328,3080.222222222222,8.864864864864865,2.0,1.0,3
0,1,1,2,2,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0,76,4,65478,277,16369.5,3.5974025974025974,1.5,1.0,3
1,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0,36,3,21176,351,7058.666666666667,9.486486486486486,1.0,0.0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,20,4,19878,176,4969.5,8.380952380952381,0.5,0.0,1
1,1,1,1,2,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,57,3,42867,419,14289.0,7.224137931034483,1.0,1.0,2
1,1,0,1,2,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,53,3,41063,148,13687.666666666666,2.740740740740741,1.5,0.0,3
0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1,31,2,19781,543,9890.5,16.96875,1.0,0.0,4
1,0,1,0,1,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1,32,1,31473,213,31473.0,6.454545454545454,0.0,0.0,1
1,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,52,1,87988,346,87988.0,6.528301886792453,0.0,1.0,0
1,0,0,0,2,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,44,6,36163,238,6027.166666666667,5.288888888888889,1.0,0.0,2
0,1,0,2,2,0,0,0,0,0,0,0,0,1,,0,1,0,0,79,2,116522,312,58261.0,3.9,1.5,0.0,3
1,1,0,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,69,4,83009,162,20752.25,2.3142857142857145,0.5,0.0,2
0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,0,1,0,0,30,4,26717,310,6679.25,10.0,0.0,0.0,1
1,1,0,1,2,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,42,5,122641,566,24528.2,13.162790697674419,1.5,0.0,3
0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,28,1,25900,212,25900.0,7.310344827586207,1.0,0.0,1
0,1,1,2,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,65,4,30898,310,7724.5,4.696969696969697,1.0,1.0,3
0,1,1,1,2,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0,42,3,109385,269,36461.666666666664,6.255813953488372,1.5,1.0,3
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,0,0,24,4,15454,432,3863.5,17.28,1.0,0.0,4
1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0,28,4,30946,376,7736.5,12.96551724137931,1.0,0.0,4
0,1,1,0,2,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,54,1,68127,267,68127.0,4.8545454545454545,0.0,1.0,0
0,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,50,2,53904,235,26952.0,4.607843137254902,0.5,1.0,2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,1,23,3,19063,441,6354.333333333333,18.375,1.0,0.0,4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,29,3,20200,125,6733.333333333333,4.166666666666667,0.5,0.0,1
1,1,1,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,57,4,36838,240,9209.5,4.137931034482759,0.5,1.0,2
0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,1,0,0,0,30,5,21641,334,4328.2,10.774193548387096,0.0,0.0,4
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,50,1,102534,256,102534.0,5.019607843137255,0.0,0.0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,1,0,0,0,35,4,20933,279,5233.25,7.75,0.5,0.0,1
1,1,1,2,2,0,0,0,0,0,0,0,0,1,,0,0,0,1,98,2,90477,214,45238.5,2.1616161616161618,1.5,1.0,3
0,1,1,1,2,1,0,0,0,0,0,0,0,0,2.0,1,0,0,0,43,2,60879,361,30439.5,8.204545454545455,0.5,1.0,2
